dt,p_lEE_x,p_lEE_y,p_lEE_z,pdot_lEE_x,pdot_lEE_y,pdot_lEE_z
10.309,0.3,0.49455,0.658863,4.94213e-09,-0.15968,-0.609594
10.31,0.3,0.494389,0.658253,4.94505e-09,-0.161896,-0.609236
10.311,0.3,0.494226,0.657644,4.94776e-09,-0.164108,-0.608873
10.312,0.3,0.494061,0.657036,4.95024e-09,-0.166313,-0.608504
10.313,0.3,0.493893,0.656427,4.95251e-09,-0.168514,-0.60813
10.314,0.3,0.493724,0.655819,4.95455e-09,-0.170709,-0.607751
10.315,0.3,0.493552,0.655212,4.95638e-09,-0.172899,-0.607366
10.316,0.3,0.493378,0.654605,4.95799e-09,-0.175084,-0.606976
10.317,0.3,0.493202,0.653998,4.95937e-09,-0.177263,-0.606581
10.318,0.3,0.493023,0.653391,4.96054e-09,-0.179437,-0.606181
10.319,0.3,0.492843,0.652786,4.96149e-09,-0.181605,-0.605775
10.32,0.3,0.49266,0.65218,4.96223e-09,-0.183768,-0.605363
10.321,0.3,0.492475,0.651575,4.96274e-09,-0.185926,-0.604947
10.322,0.3,0.492288,0.65097,4.96303e-09,-0.188079,-0.604525
10.323,0.3,0.492099,0.650366,4.96311e-09,-0.190226,-0.604098
10.324,0.3,0.491908,0.649762,4.96296e-09,-0.192368,-0.603665
10.325,0.3,0.491714,0.649158,4.9626e-09,-0.194505,-0.603227
10.326,0.3,0.491519,0.648555,4.96201e-09,-0.196636,-0.602784
10.327,0.3,0.491321,0.647953,4.96121e-09,-0.198762,-0.602335
10.328,0.3,0.491121,0.647351,4.96019e-09,-0.200882,-0.601881
10.329,0.3,0.490919,0.646749,4.95895e-09,-0.202997,-0.601422
10.33,0.3,0.490715,0.646148,4.95749e-09,-0.205107,-0.600957
10.331,0.3,0.490509,0.645547,4.95581e-09,-0.207212,-0.600487
10.332,0.3,0.490301,0.644947,4.95392e-09,-0.209311,-0.600012
10.333,0.3,0.49009,0.644347,4.9518e-09,-0.211405,-0.599531
10.334,0.3,0.489878,0.643748,4.94947e-09,-0.213494,-0.599046
10.335,0.3,0.489663,0.643149,4.94691e-09,-0.215577,-0.598554
10.336,0.3,0.489447,0.642551,4.94414e-09,-0.217655,-0.598058
10.337,0.3,0.489228,0.641953,4.94115e-09,-0.219727,-0.597556
10.338,0.3,0.489007,0.641356,4.93793e-09,-0.221794,-0.597048
10.339,0.3,0.488785,0.640759,4.9345e-09,-0.223856,-0.596536
10.34,0.3,0.48856,0.640163,4.93085e-09,-0.225913,-0.596018
10.341,0.3,0.488333,0.639567,4.92699e-09,-0.227964,-0.595495
10.342,0.3,0.488104,0.638972,4.9229e-09,-0.23001,-0.594966
10.343,0.3,0.487873,0.638377,4.91859e-09,-0.232051,-0.594432
10.344,0.3,0.48764,0.637783,4.91407e-09,-0.234086,-0.593893
10.345,0.3,0.487405,0.637189,4.90932e-09,-0.236116,-0.593348
10.346,0.3,0.487167,0.636596,4.90436e-09,-0.23814,-0.592798
10.347,0.3,0.486928,0.636004,4.89918e-09,-0.240159,-0.592243
10.348,0.3,0.486687,0.635412,4.89377e-09,-0.242173,-0.591683
10.349,0.3,0.486444,0.63482,4.88815e-09,-0.244182,-0.591117
10.35,0.3,0.486199,0.634229,4.88231e-09,-0.246185,-0.590545
10.351,0.3,0.485952,0.633639,4.87625e-09,-0.248183,-0.589969
10.352,0.3,0.485702,0.633049,4.86998e-09,-0.250176,-0.589387
10.353,0.3,0.485451,0.63246,4.86348e-09,-0.252163,-0.5888
10.354,0.3,0.485198,0.631872,4.85676e-09,-0.254145,-0.588207
10.355,0.3,0.484943,0.631284,4.84983e-09,-0.256121,-0.587609
10.356,0.3,0.484686,0.630697,4.84267e-09,-0.258093,-0.587006
10.357,0.3,0.484427,0.63011,4.8353e-09,-0.260058,-0.586397
10.358,0.3,0.484166,0.629524,4.82771e-09,-0.262019,-0.585783
10.359,0.3,0.483903,0.628938,4.8199e-09,-0.263974,-0.585164
10.36,0.3,0.483638,0.628353,4.81187e-09,-0.265924,-0.584539
10.361,0.3,0.483371,0.627769,4.80362e-09,-0.267869,-0.583909
10.362,0.3,0.483102,0.627186,4.79515e-09,-0.269808,-0.583274
10.363,0.3,0.482831,0.626603,4.78646e-09,-0.271742,-0.582634
10.364,0.3,0.482559,0.62602,4.77756e-09,-0.27367,-0.581988
10.365,0.3,0.482284,0.625439,4.76843e-09,-0.275594,-0.581336
10.366,0.3,0.482007,0.624858,4.75909e-09,-0.277512,-0.58068
10.367,0.3,0.481729,0.624277,4.74952e-09,-0.279424,-0.580018
10.368,0.3,0.481449,0.623698,4.73974e-09,-0.281331,-0.579351
10.369,0.3,0.481166,0.623119,4.72974e-09,-0.283233,-0.578678
10.37,0.3,0.480882,0.62254,4.71952e-09,-0.28513,-0.578
10.371,0.3,0.480596,0.621963,4.70908e-09,-0.287021,-0.577317
10.372,0.3,0.480308,0.621386,4.69842e-09,-0.288907,-0.576628
10.373,0.3,0.480018,0.620809,4.68754e-09,-0.290788,-0.575934
10.374,0.3,0.479726,0.620234,4.67644e-09,-0.292663,-0.575235
10.375,0.3,0.479433,0.619659,4.66513e-09,-0.294533,-0.574531
10.376,0.3,0.479137,0.619085,4.65359e-09,-0.296397,-0.573821
10.377,0.3,0.47884,0.618511,4.64184e-09,-0.298256,-0.573105
10.378,0.3,0.478541,0.617939,4.62987e-09,-0.30011,-0.572385
10.379,0.3,0.47824,0.617367,4.61767e-09,-0.301959,-0.571659
10.38,0.3,0.477937,0.616795,4.60526e-09,-0.303802,-0.570928
10.381,0.3,0.477632,0.616225,4.59263e-09,-0.30564,-0.570191
10.382,0.3,0.477326,0.615655,4.57978e-09,-0.307473,-0.569449
10.383,0.3,0.477017,0.615086,4.56671e-09,-0.3093,-0.568702
10.384,0.3,0.476707,0.614517,4.55343e-09,-0.311122,-0.567949
10.385,0.3,0.476395,0.61395,4.53992e-09,-0.312938,-0.567191
10.386,0.3,0.476081,0.613383,4.5262e-09,-0.31475,-0.566428
10.387,0.3,0.475766,0.612817,4.51225e-09,-0.316556,-0.56566
10.388,0.3,0.475448,0.612252,4.49809e-09,-0.318356,-0.564886
10.389,0.3,0.475129,0.611687,4.4837e-09,-0.320151,-0.564107
10.39,0.3,0.474808,0.611124,4.4691e-09,-0.321941,-0.563322
10.391,0.3,0.474485,0.610561,4.45428e-09,-0.323726,-0.562532
10.392,0.3,0.47416,0.609998,4.43924e-09,-0.325505,-0.561737
10.393,0.3,0.473834,0.609437,4.42398e-09,-0.327279,-0.560936
10.394,0.3,0.473506,0.608877,4.40851e-09,-0.329048,-0.56013
10.395,0.3,0.473176,0.608317,4.39281e-09,-0.330811,-0.559319
10.396,0.3,0.472844,0.607758,4.37689e-09,-0.332569,-0.558502
10.397,0.3,0.472511,0.6072,4.36076e-09,-0.334321,-0.557681
10.398,0.3,0.472176,0.606643,4.34441e-09,-0.336069,-0.556853
10.399,0.3,0.471839,0.606086,4.32783e-09,-0.337811,-0.556021
10.4,0.3,0.4715,0.605531,4.31104e-09,-0.339547,-0.555183
10.401,0.3,0.471159,0.604976,4.29403e-09,-0.341278,-0.55434
10.402,0.3,0.470817,0.604422,4.2768e-09,-0.343004,-0.553491
10.403,0.3,0.470473,0.603869,4.25935e-09,-0.344725,-0.552637
10.404,0.3,0.470128,0.603317,4.24168e-09,-0.34644,-0.551778
10.405,0.3,0.469781,0.602765,4.22379e-09,-0.34815,-0.550913
10.406,0.3,0.469432,0.602215,4.20569e-09,-0.349855,-0.550043
10.407,0.3,0.469081,0.601665,4.18736e-09,-0.351554,-0.549168
10.408,0.3,0.468728,0.601116,4.16882e-09,-0.353248,-0.548288
10.409,0.3,0.468374,0.600569,4.15006e-09,-0.354936,-0.547402
10.41,0.3,0.468019,0.600022,4.13107e-09,-0.35662,-0.546511
10.411,0.3,0.467661,0.599476,4.11187e-09,-0.358298,-0.545614
10.412,0.3,0.467302,0.59893,4.09245e-09,-0.35997,-0.544712
10.413,0.3,0.466941,0.598386,4.07281e-09,-0.361637,-0.543805
10.414,0.3,0.466579,0.597843,4.05295e-09,-0.363299,-0.542892
10.415,0.3,0.466215,0.5973,4.03288e-09,-0.364956,-0.541974
10.416,0.3,0.465849,0.596759,4.01258e-09,-0.366607,-0.541051
10.417,0.3,0.465481,0.596218,3.99206e-09,-0.368253,-0.540123
10.418,0.3,0.465112,0.595679,3.97133e-09,-0.369894,-0.539189
10.419,0.3,0.464742,0.59514,3.95037e-09,-0.371529,-0.538249
10.42,0.3,0.464369,0.594602,3.9292e-09,-0.373159,-0.537305
10.421,0.3,0.463995,0.594065,3.90781e-09,-0.374784,-0.536355
10.422,0.3,0.46362,0.593529,3.8862e-09,-0.376403,-0.5354
10.423,0.3,0.463242,0.592995,3.86437e-09,-0.378017,-0.534439
10.424,0.3,0.462864,0.592461,3.84232e-09,-0.379625,-0.533473
10.425,0.3,0.462483,0.591928,3.82005e-09,-0.381229,-0.532502
10.426,0.3,0.462101,0.591396,3.79756e-09,-0.382827,-0.531526
10.427,0.3,0.461718,0.590865,3.77486e-09,-0.384419,-0.530544
10.428,0.3,0.461332,0.590334,3.75193e-09,-0.386006,-0.529556
10.429,0.3,0.460946,0.589805,3.72879e-09,-0.387588,-0.528564
10.43,0.3,0.460557,0.589277,3.70543e-09,-0.389165,-0.527566
10.431,0.3,0.460167,0.58875,3.68184e-09,-0.390736,-0.526563
10.432,0.3,0.459776,0.588224,3.65804e-09,-0.392302,-0.525554
10.433,0.3,0.459383,0.587699,3.63402e-09,-0.393863,-0.52454
10.434,0.3,0.458988,0.587175,3.60978e-09,-0.395418,-0.523521
10.435,0.3,0.458592,0.586652,3.58532e-09,-0.396968,-0.522497
10.436,0.3,0.458194,0.58613,3.56065e-09,-0.398513,-0.521467
10.437,0.3,0.457795,0.585609,3.53575e-09,-0.400052,-0.520431
10.438,0.3,0.457394,0.585089,3.51063e-09,-0.401586,-0.519391
10.439,0.3,0.456992,0.58457,3.4853e-09,-0.403114,-0.518345
10.44,0.3,0.456588,0.584053,3.45975e-09,-0.404638,-0.517294
10.441,0.3,0.456182,0.583536,3.43397e-09,-0.406156,-0.516237
10.442,0.3,0.455775,0.58302,3.40798e-09,-0.407668,-0.515175
10.443,0.3,0.455367,0.582505,3.38177e-09,-0.409175,-0.514108
10.444,0.3,0.454957,0.581992,3.35534e-09,-0.410677,-0.513036
10.445,0.3,0.454546,0.581479,3.32869e-09,-0.412174,-0.511958
10.446,0.3,0.454133,0.580968,3.30182e-09,-0.413665,-0.510874
10.447,0.3,0.453718,0.580458,3.27474e-09,-0.415151,-0.509786
10.448,0.3,0.453302,0.579948,3.24743e-09,-0.416632,-0.508692
10.449,0.3,0.452885,0.57944,3.21991e-09,-0.418107,-0.507593
10.45,0.3,0.452466,0.578933,3.19216e-09,-0.419577,-0.506488
10.451,0.3,0.452046,0.578427,3.1642e-09,-0.421042,-0.505378
10.452,0.3,0.451624,0.577922,3.13602e-09,-0.422501,-0.504263
10.453,0.3,0.451201,0.577419,3.10762e-09,-0.423955,-0.503143
10.454,0.3,0.450776,0.576916,3.07899e-09,-0.425403,-0.502017
10.455,0.3,0.45035,0.576415,3.05016e-09,-0.426847,-0.500886
10.456,0.3,0.449923,0.575914,3.0211e-09,-0.428285,-0.499749
10.457,0.3,0.449494,0.575415,2.99182e-09,-0.429717,-0.498607
10.458,0.3,0.449063,0.574917,2.96232e-09,-0.431145,-0.49746
10.459,0.3,0.448631,0.57442,2.93261e-09,-0.432567,-0.496307
10.46,0.3,0.448198,0.573925,2.90267e-09,-0.433983,-0.495149
10.461,0.3,0.447763,0.57343,2.87252e-09,-0.435394,-0.493986
10.462,0.3,0.447327,0.572937,2.84215e-09,-0.4368,-0.492818
10.463,0.3,0.44689,0.572444,2.81156e-09,-0.438201,-0.491644
10.464,0.3,0.446451,0.571953,2.78074e-09,-0.439596,-0.490465
10.465,0.3,0.446011,0.571463,2.74972e-09,-0.440986,-0.48928
10.466,0.3,0.445569,0.570975,2.71847e-09,-0.442371,-0.48809
10.467,0.3,0.445126,0.570487,2.687e-09,-0.44375,-0.486895
10.468,0.3,0.444681,0.570001,2.65531e-09,-0.445124,-0.485694
10.469,0.3,0.444236,0.569516,2.62341e-09,-0.446493,-0.484489
10.47,0.3,0.443788,0.569032,2.59128e-09,-0.447856,-0.483277
10.471,0.3,0.44334,0.568549,2.55894e-09,-0.449214,-0.482061
10.472,0.3,0.44289,0.568068,2.52637e-09,-0.450567,-0.480839
10.473,0.3,0.442439,0.567588,2.49359e-09,-0.451914,-0.479612
10.474,0.3,0.441986,0.567109,2.46059e-09,-0.453256,-0.478379
10.475,0.3,0.441532,0.566631,2.42737e-09,-0.454592,-0.477141
10.476,0.3,0.441077,0.566154,2.39393e-09,-0.455924,-0.475898
10.477,0.3,0.44062,0.565679,2.36027e-09,-0.45725,-0.47465
10.478,0.3,0.440162,0.565205,2.3264e-09,-0.45857,-0.473396
10.479,0.3,0.439703,0.564732,2.2923e-09,-0.459886,-0.472137
10.48,0.3,0.439243,0.564261,2.25798e-09,-0.461195,-0.470872
10.481,0.3,0.438781,0.563791,2.22345e-09,-0.4625,-0.469602
10.482,0.3,0.438318,0.563322,2.1887e-09,-0.463799,-0.468327
10.483,0.3,0.437853,0.562854,2.15372e-09,-0.465093,-0.467046
10.484,0.3,0.437387,0.562388,2.11853e-09,-0.466382,-0.465761
10.485,0.3,0.43692,0.561922,2.08312e-09,-0.467665,-0.464469
10.486,0.3,0.436452,0.561459,2.04749e-09,-0.468943,-0.463173
10.487,0.3,0.435983,0.560996,2.01164e-09,-0.470216,-0.461871
10.488,0.3,0.435512,0.560535,1.97558e-09,-0.471483,-0.460564
10.489,0.3,0.43504,0.560075,1.93929e-09,-0.472745,-0.459251
10.49,0.3,0.434566,0.559616,1.90278e-09,-0.474002,-0.457933
10.491,0.3,0.434092,0.559159,1.86606e-09,-0.475253,-0.45661
10.492,0.3,0.433616,0.558703,1.82911e-09,-0.476499,-0.455282
10.493,0.3,0.433139,0.558249,1.79195e-09,-0.47774,-0.453948
10.494,0.3,0.43266,0.557795,1.75457e-09,-0.478975,-0.452609
10.495,0.3,0.432181,0.557343,1.71697e-09,-0.480205,-0.451264
10.496,0.3,0.4317,0.556893,1.67915e-09,-0.48143,-0.449914
10.497,0.3,0.431218,0.556443,1.64111e-09,-0.482649,-0.448559
10.498,0.3,0.430735,0.555996,1.60285e-09,-0.483863,-0.447198
10.499,0.3,0.43025,0.555549,1.56437e-09,-0.485071,-0.445833
10.5,0.3,0.429764,0.555104,1.52568e-09,-0.486275,-0.444461
10.501,0.3,0.429278,0.55466,1.48676e-09,-0.487473,-0.443085
10.502,0.3,0.428789,0.554218,1.44763e-09,-0.488665,-0.441703
10.503,0.3,0.4283,0.553777,1.40827e-09,-0.489853,-0.440316
10.504,0.3,0.42781,0.553337,1.3687e-09,-0.491035,-0.438923
10.505,0.3,0.427318,0.552899,1.32891e-09,-0.492211,-0.437525
10.506,0.3,0.426825,0.552462,1.2889e-09,-0.493383,-0.436122
10.507,0.3,0.426331,0.552027,1.24867e-09,-0.494548,-0.434714
10.508,0.3,0.425836,0.551593,1.20822e-09,-0.495709,-0.4333
10.509,0.3,0.42534,0.55116,1.16755e-09,-0.496864,-0.431881
10.51,0.3,0.424842,0.550729,1.12667e-09,-0.498014,-0.430456
10.511,0.3,0.424344,0.550299,1.08556e-09,-0.499159,-0.429026
10.512,0.3,0.423844,0.549871,1.04424e-09,-0.500298,-0.427591
10.513,0.3,0.423343,0.549444,1.00269e-09,-0.501432,-0.426151
10.514,0.3,0.422841,0.549019,9.60931e-10,-0.502561,-0.424705
10.515,0.3,0.422338,0.548595,9.18949e-10,-0.503684,-0.423254
10.516,0.3,0.421834,0.548172,8.76748e-10,-0.504802,-0.421797
10.517,0.3,0.421329,0.547751,8.34328e-10,-0.505915,-0.420335
10.518,0.3,0.420822,0.547331,7.91689e-10,-0.507022,-0.418868
10.519,0.3,0.420315,0.546913,7.48831e-10,-0.508124,-0.417396
10.52,0.3,0.419806,0.546497,7.05754e-10,-0.509221,-0.415918
10.521,0.3,0.419296,0.546081,6.62458e-10,-0.510312,-0.414435
10.522,0.3,0.418785,0.545668,6.18943e-10,-0.511398,-0.412946
10.523,0.3,0.418273,0.545256,5.75208e-10,-0.512479,-0.411452
10.524,0.3,0.41776,0.544845,5.31255e-10,-0.513554,-0.409953
10.525,0.3,0.417246,0.544436,4.87083e-10,-0.514624,-0.408448
10.526,0.3,0.416731,0.544028,4.42692e-10,-0.515689,-0.406939
10.527,0.3,0.416215,0.543622,3.98081e-10,-0.516748,-0.405423
10.528,0.3,0.415698,0.543217,3.53252e-10,-0.517802,-0.403903
10.529,0.3,0.415179,0.542814,3.08203e-10,-0.518851,-0.402377
10.53,0.3,0.41466,0.542412,2.62936e-10,-0.519894,-0.400846
10.531,0.3,0.414139,0.542012,2.17449e-10,-0.520932,-0.399309
10.532,0.3,0.413618,0.541614,1.71744e-10,-0.521964,-0.397768
10.533,0.3,0.413096,0.541217,1.25819e-10,-0.522992,-0.39622
10.534,0.3,0.412572,0.540821,7.96754e-11,-0.524014,-0.394668
10.535,0.3,0.412047,0.540427,3.33127e-11,-0.52503,-0.39311
10.536,0.3,0.411522,0.540035,-1.32691e-11,-0.526042,-0.391547
10.537,0.3,0.410995,0.539644,-6.00699e-11,-0.527048,-0.389978
10.538,0.3,0.410468,0.539255,-1.0709e-10,-0.528048,-0.388404
10.539,0.3,0.409939,0.538867,-1.54329e-10,-0.529044,-0.386825
10.54,0.3,0.40941,0.538481,-2.01787e-10,-0.530034,-0.385241
10.541,0.3,0.408879,0.538097,-2.49463e-10,-0.531018,-0.383651
10.542,0.3,0.408348,0.537714,-2.97359e-10,-0.531998,-0.382056
10.543,0.3,0.407815,0.537333,-3.45475e-10,-0.532972,-0.380455
10.544,0.3,0.407282,0.536953,-3.93809e-10,-0.53394,-0.378849
10.545,0.3,0.406747,0.536575,-4.42362e-10,-0.534904,-0.377238
10.546,0.3,0.406212,0.536199,-4.91134e-10,-0.535862,-0.375622
10.547,0.3,0.405676,0.535824,-5.40125e-10,-0.536814,-0.374
10.548,0.3,0.405138,0.535451,-5.89335e-10,-0.537762,-0.372373
10.549,0.3,0.4046,0.535079,-6.38765e-10,-0.538704,-0.37074
10.55,0.3,0.404061,0.534709,-6.88413e-10,-0.53964,-0.369102
10.551,0.3,0.403521,0.534341,-7.3828e-10,-0.540572,-0.367459
10.552,0.3,0.40298,0.533974,-7.88367e-10,-0.541498,-0.365811
10.553,0.3,0.402438,0.533609,-8.38672e-10,-0.542418,-0.364157
10.554,0.3,0.401895,0.533246,-8.89197e-10,-0.543333,-0.362498
10.555,0.3,0.401351,0.532884,-9.3994e-10,-0.544243,-0.360833
10.556,0.3,0.400807,0.532524,-9.90903e-10,-0.545148,-0.359163
10.557,0.3,0.400261,0.532166,-1.04208e-09,-0.546047,-0.357488
10.558,0.3,0.399714,0.531809,-1.09349e-09,-0.546941,-0.355808
10.559,0.3,0.399167,0.531454,-1.14511e-09,-0.54783,-0.354122
10.56,0.3,0.398619,0.531101,-1.19694e-09,-0.548713,-0.352431
10.561,0.3,0.39807,0.53075,-1.249e-09,-0.549591,-0.350734
10.562,0.3,0.39752,0.5304,-1.30128e-09,-0.550464,-0.349032
10.563,0.3,0.396969,0.530052,-1.35377e-09,-0.551331,-0.347325
10.564,0.3,0.396417,0.529705,-1.40649e-09,-0.552193,-0.345613
10.565,0.3,0.395864,0.52936,-1.45942e-09,-0.55305,-0.343895
10.566,0.3,0.395311,0.529017,-1.51258e-09,-0.553901,-0.342172
10.567,0.3,0.394756,0.528676,-1.56595e-09,-0.554747,-0.340443
10.568,0.3,0.394201,0.528336,-1.61954e-09,-0.555588,-0.338709
10.569,0.3,0.393645,0.527999,-1.67335e-09,-0.556423,-0.33697
10.57,0.3,0.393088,0.527662,-1.72738e-09,-0.557253,-0.335226
10.571,0.3,0.392531,0.527328,-1.78163e-09,-0.558078,-0.333476
10.572,0.3,0.391972,0.526996,-1.83609e-09,-0.558897,-0.331721
10.573,0.3,0.391413,0.526665,-1.89078e-09,-0.559711,-0.32996
10.574,0.3,0.390853,0.526336,-1.94569e-09,-0.56052,-0.328195
10.575,0.3,0.390292,0.526008,-2.00081e-09,-0.561323,-0.326423
10.576,0.3,0.38973,0.525683,-2.05615e-09,-0.562121,-0.324647
10.577,0.3,0.389168,0.525359,-2.11172e-09,-0.562914,-0.322865
10.578,0.3,0.388604,0.525037,-2.1675e-09,-0.563701,-0.321078
10.579,0.3,0.38804,0.524717,-2.2235e-09,-0.564483,-0.319285
10.58,0.3,0.387475,0.524398,-2.27972e-09,-0.56526,-0.317488
10.581,0.3,0.38691,0.524082,-2.33616e-09,-0.566031,-0.315684
10.582,0.3,0.386343,0.523767,-2.39281e-09,-0.566797,-0.313876
10.583,0.3,0.385776,0.523454,-2.44969e-09,-0.567558,-0.312062
10.584,0.3,0.385208,0.523143,-2.50679e-09,-0.568313,-0.310243
10.585,0.3,0.38464,0.522834,-2.5641e-09,-0.569063,-0.308419
10.586,0.3,0.38407,0.522526,-2.62164e-09,-0.569808,-0.306589
10.587,0.3,0.3835,0.52222,-2.67939e-09,-0.570547,-0.304754
10.588,0.3,0.382929,0.521917,-2.73736e-09,-0.571281,-0.302913
10.589,0.3,0.382357,0.521615,-2.79555e-09,-0.57201,-0.301067
10.59,0.3,0.381785,0.521314,-2.85396e-09,-0.572733,-0.299216
10.591,0.3,0.381212,0.521016,-2.91259e-09,-0.573451,-0.29736
10.592,0.3,0.380638,0.52072,-2.97144e-09,-0.574164,-0.295498
10.593,0.3,0.380064,0.520425,-3.03051e-09,-0.574871,-0.293631
10.594,0.3,0.379488,0.520133,-3.08979e-09,-0.575573,-0.291758
10.595,0.3,0.378912,0.519842,-3.1493e-09,-0.57627,-0.28988
10.596,0.3,0.378336,0.519553,-3.20902e-09,-0.576961,-0.287997
10.597,0.3,0.377759,0.519266,-3.26897e-09,-0.577647,-0.286109
10.598,0.3,0.377181,0.518981,-3.32913e-09,-0.578328,-0.284215
10.599,0.3,0.376602,0.518697,-3.38951e-09,-0.579004,-0.282316
10.6,0.3,0.376023,0.518416,-3.45011e-09,-0.579674,-0.280411
10.601,0.3,0.375443,0.518136,-3.51093e-09,-0.580338,-0.278501
10.602,0.3,0.374862,0.517859,-3.57197e-09,-0.580998,-0.276586
10.603,0.3,0.374281,0.517583,-3.63323e-09,-0.581652,-0.274666
10.604,0.3,0.373699,0.51731,-3.6947e-09,-0.5823,-0.27274
10.605,0.3,0.373116,0.517038,-3.7564e-09,-0.582944,-0.270809
10.606,0.3,0.372533,0.516768,-3.81831e-09,-0.583582,-0.268872
10.607,0.3,0.371949,0.5165,-3.88045e-09,-0.584214,-0.266931
10.608,0.3,0.371364,0.516234,-3.9428e-09,-0.584842,-0.264983
10.609,0.3,0.370779,0.51597,-4.00537e-09,-0.585464,-0.263031
10.61,0.3,0.370193,0.515708,-4.06816e-09,-0.58608,-0.261073
10.611,0.3,0.369607,0.515448,-4.13117e-09,-0.586692,-0.25911
10.612,0.3,0.36902,0.51519,-4.1944e-09,-0.587298,-0.257142
10.613,0.3,0.368432,0.514934,-4.25785e-09,-0.587898,-0.255168
10.614,0.3,0.367844,0.514679,-4.32152e-09,-0.588494,-0.253189
10.615,0.3,0.367255,0.514427,-4.3854e-09,-0.589084,-0.251204
10.616,0.3,0.366666,0.514177,-4.44951e-09,-0.589668,-0.249214
10.617,0.3,0.366076,0.513929,-4.51383e-09,-0.590248,-0.247219
10.618,0.3,0.365486,0.513683,-4.57837e-09,-0.590822,-0.245219
10.619,0.3,0.364894,0.513438,-4.64314e-09,-0.59139,-0.243213
10.62,0.3,0.364303,0.513196,-4.70812e-09,-0.591954,-0.241202
10.621,0.3,0.363711,0.512956,-4.77332e-09,-0.592512,-0.239185
10.622,0.3,0.363118,0.512718,-4.83874e-09,-0.593065,-0.237164
10.623,0.3,0.362524,0.512482,-4.90438e-09,-0.593612,-0.235136
10.624,0.3,0.36193,0.512248,-4.97023e-09,-0.594154,-0.233104
10.625,0.3,0.361336,0.512015,-5.03631e-09,-0.594691,-0.231066
10.626,0.3,0.360741,0.511785,-5.10261e-09,-0.595222,-0.229023
10.627,0.3,0.360146,0.511557,-5.16912e-09,-0.595748,-0.226975
10.628,0.3,0.35955,0.511331,-5.23585e-09,-0.596269,-0.224921
10.629,0.3,0.358953,0.511108,-5.30281e-09,-0.596784,-0.222862
10.63,0.3,0.358356,0.510886,-5.36998e-09,-0.597294,-0.220797
10.631,0.3,0.357759,0.510666,-5.43737e-09,-0.597799,-0.218727
10.632,0.3,0.35716,0.510448,-5.50498e-09,-0.598298,-0.216652
10.633,0.3,0.356562,0.510233,-5.57281e-09,-0.598792,-0.214572
10.634,0.3,0.355963,0.510019,-5.64086e-09,-0.599281,-0.212486
10.635,0.3,0.355363,0.509808,-5.70912e-09,-0.599764,-0.210395
10.636,0.3,0.354763,0.509598,-5.77761e-09,-0.600242,-0.208298
10.637,0.3,0.354163,0.509391,-5.84631e-09,-0.600715,-0.206197
10.638,0.3,0.353562,0.509186,-5.91524e-09,-0.601182,-0.204089
10.639,0.3,0.352961,0.508983,-5.98438e-09,-0.601644,-0.201977
10.64,0.3,0.352359,0.508782,-6.05374e-09,-0.602101,-0.199859
10.641,0.3,0.351756,0.508583,-6.12332e-09,-0.602552,-0.197736
10.642,0.3,0.351154,0.508387,-6.19312e-09,-0.602998,-0.195608
10.643,0.3,0.35055,0.508192,-6.26314e-09,-0.603439,-0.193474
10.644,0.3,0.349947,0.508,-6.33338e-09,-0.603874,-0.191335
10.645,0.3,0.349343,0.507809,-6.40384e-09,-0.604304,-0.18919
10.646,0.3,0.348738,0.507621,-6.47452e-09,-0.604729,-0.18704
10.647,0.3,0.348133,0.507435,-6.54541e-09,-0.605149,-0.184885
10.648,0.3,0.347528,0.507251,-6.61653e-09,-0.605563,-0.182725
10.649,0.3,0.346922,0.50707,-6.68786e-09,-0.605971,-0.180559
10.65,0.3,0.346316,0.50689,-6.75941e-09,-0.606375,-0.178388
10.651,0.3,0.345709,0.506713,-6.83118e-09,-0.606773,-0.176211
10.652,0.3,0.345102,0.506538,-6.90317e-09,-0.607165,-0.17403
10.653,0.3,0.344495,0.506365,-6.97538e-09,-0.607553,-0.171843
10.654,0.3,0.343887,0.506194,-7.04781e-09,-0.607935,-0.16965
10.655,0.3,0.343279,0.506026,-7.12046e-09,-0.608311,-0.167452
10.656,0.3,0.342671,0.505859,-7.19333e-09,-0.608683,-0.165249
10.657,0.3,0.342062,0.505695,-7.26641e-09,-0.609049,-0.163041
10.658,0.3,0.341452,0.505533,-7.33972e-09,-0.60941,-0.160827
10.659,0.3,0.340843,0.505374,-7.41324e-09,-0.609765,-0.158608
10.66,0.3,0.340233,0.505216,-7.48698e-09,-0.610115,-0.156383
10.661,0.3,0.339623,0.505061,-7.56095e-09,-0.61046,-0.154154
10.662,0.3,0.339012,0.504908,-7.63513e-09,-0.610799,-0.151919
10.663,0.3,0.338401,0.504757,-7.70953e-09,-0.611133,-0.149678
10.664,0.3,0.33779,0.504608,-7.78415e-09,-0.611462,-0.147432
10.665,0.3,0.337178,0.504462,-7.85899e-09,-0.611785,-0.145181
10.666,0.3,0.336566,0.504318,-7.93404e-09,-0.612103,-0.142925
10.667,0.3,0.335954,0.504176,-8.00932e-09,-0.612416,-0.140663
10.668,0.3,0.335341,0.504037,-8.08481e-09,-0.612723,-0.138396
10.669,0.3,0.334728,0.503899,-8.16053e-09,-0.613025,-0.136123
10.67,0.3,0.334115,0.503764,-8.23646e-09,-0.613322,-0.133846
10.671,0.3,0.333502,0.503632,-8.31261e-09,-0.613613,-0.131562
