dt,p_lEE_x,p_lEE_y,p_lEE_z,pdot_lEE_x,pdot_lEE_y,pdot_lEE_z
10.672,0.3,0.332888,0.503501,-8.38899e-09,-0.6139,-0.129274
10.673,0.3,0.332274,0.503373,-8.46558e-09,-0.61418,-0.12698
10.674,0.3,0.33166,0.503247,-8.54239e-09,-0.614456,-0.124681
10.675,0.3,0.331045,0.503124,-8.61941e-09,-0.614726,-0.122377
10.676,0.3,0.33043,0.503003,-8.69666e-09,-0.61499,-0.120067
10.677,0.3,0.329815,0.502884,-8.77413e-09,-0.61525,-0.117752
10.678,0.3,0.3292,0.502767,-8.85182e-09,-0.615504,-0.115431
10.679,0.3,0.328584,0.502653,-8.92972e-09,-0.615752,-0.113106
10.68,0.3,0.327968,0.502541,-9.00784e-09,-0.615996,-0.110774
10.681,0.3,0.327352,0.502431,-9.08619e-09,-0.616234,-0.108438
10.682,0.3,0.326736,0.502324,-9.16475e-09,-0.616467,-0.106096
10.683,0.3,0.326119,0.502219,-9.24353e-09,-0.616694,-0.103749
10.684,0.3,0.325502,0.502117,-9.32253e-09,-0.616916,-0.101397
10.685,0.3,0.324885,0.502016,-9.40175e-09,-0.617133,-0.0990389
10.686,0.3,0.324268,0.501918,-9.48119e-09,-0.617344,-0.0966758
10.687,0.3,0.323651,0.501823,-9.56084e-09,-0.61755,-0.0943074
10.688,0.3,0.323033,0.50173,-9.64072e-09,-0.617751,-0.0919336
10.689,0.3,0.322415,0.501639,-9.72082e-09,-0.617946,-0.0895545
10.69,0.3,0.321797,0.501551,-9.80113e-09,-0.618136,-0.0871701
10.691,0.3,0.321179,0.501465,-9.88166e-09,-0.618321,-0.0847803
10.692,0.3,0.320561,0.501381,-9.96242e-09,-0.6185,-0.0823852
10.693,0.3,0.319942,0.5013,-1.00434e-08,-0.618675,-0.0799848
10.694,0.3,0.319323,0.501221,-1.01246e-08,-0.618843,-0.077579
10.695,0.3,0.318704,0.501145,-1.0206e-08,-0.619007,-0.0751679
10.696,0.3,0.318085,0.501071,-1.02876e-08,-0.619165,-0.0727515
10.697,0.3,0.317466,0.500999,-1.03695e-08,-0.619317,-0.0703297
10.698,0.3,0.316847,0.50093,-1.04515e-08,-0.619465,-0.0679026
10.699,0.3,0.316227,0.500864,-1.05338e-08,-0.619607,-0.0654702
10.7,0.3,0.315607,0.500799,-1.06163e-08,-0.619744,-0.0630324
10.701,0.3,0.314987,0.500738,-1.0699e-08,-0.619875,-0.0605893
10.702,0.3,0.314368,0.500678,-1.0782e-08,-0.620001,-0.0581409
10.703,0.3,0.313747,0.500621,-1.08651e-08,-0.620122,-0.0556871
10.704,0.3,0.313127,0.500567,-1.09485e-08,-0.620237,-0.053228
10.705,0.3,0.312507,0.500515,-1.10321e-08,-0.620347,-0.0507636
10.706,0.3,0.311887,0.500465,-1.11159e-08,-0.620452,-0.0482938
10.707,0.3,0.311266,0.500418,-1.12e-08,-0.620551,-0.0458187
10.708,0.3,0.310646,0.500374,-1.12842e-08,-0.620645,-0.0433383
10.709,0.3,0.310025,0.500332,-1.13687e-08,-0.620734,-0.0408525
10.71,0.3,0.309404,0.500292,-1.14534e-08,-0.620818,-0.0383614
10.711,0.3,0.308783,0.500255,-1.15383e-08,-0.620896,-0.035865
10.712,0.3,0.308162,0.50022,-1.16235e-08,-0.620968,-0.0333633
10.713,0.3,0.307541,0.500188,-1.17088e-08,-0.621036,-0.0308562
10.714,0.3,0.30692,0.500158,-1.17944e-08,-0.621098,-0.0283437
10.715,0.3,0.306299,0.500131,-1.18802e-08,-0.621155,-0.025826
10.716,0.3,0.305678,0.500107,-1.19662e-08,-0.621206,-0.0233029
10.717,0.3,0.305057,0.500085,-1.20524e-08,-0.621252,-0.0207745
10.718,0.3,0.304435,0.500065,-1.21389e-08,-0.621293,-0.0182407
10.719,0.3,0.303814,0.500048,-1.22255e-08,-0.621328,-0.0157016
10.72,0.3,0.303193,0.500034,-1.23124e-08,-0.621358,-0.0131572
10.721,0.3,0.302571,0.500022,-1.23995e-08,-0.621383,-0.0106074
10.722,0.3,0.30195,0.500013,-1.24868e-08,-0.621402,-0.00805235
10.723,0.3,0.301329,0.500006,-1.25744e-08,-0.621416,-0.00549192
10.724,0.3,0.300707,0.500002,-1.26621e-08,-0.621425,-0.00292617
10.725,0.3,0.300086,0.5,-1.27501e-08,-0.621429,-0.000355081
10.726,0.3,0.299464,0.500001,-1.28379e-08,-0.621427,0.00221738
10.727,0.3,0.298843,0.500004,-1.29248e-08,-0.621419,0.0047846
10.728,0.3,0.298221,0.500011,-1.30109e-08,-0.621407,0.00734649
10.729,0.3,0.2976,0.500019,-1.30961e-08,-0.621389,0.00990305
10.73,0.3,0.296979,0.50003,-1.31804e-08,-0.621366,0.0124543
10.731,0.3,0.296357,0.500044,-1.32638e-08,-0.621337,0.0150002
10.732,0.3,0.295736,0.50006,-1.33463e-08,-0.621303,0.0175407
10.733,0.3,0.295115,0.500079,-1.3428e-08,-0.621264,0.020076
10.734,0.3,0.294493,0.5001,-1.35088e-08,-0.621219,0.0226059
10.735,0.3,0.293872,0.500124,-1.35887e-08,-0.621169,0.0251304
10.736,0.3,0.293251,0.500151,-1.36678e-08,-0.621114,0.0276497
10.737,0.3,0.29263,0.50018,-1.37459e-08,-0.621053,0.0301636
10.738,0.3,0.292009,0.500211,-1.38232e-08,-0.620987,0.0326721
10.739,0.3,0.291388,0.500245,-1.38996e-08,-0.620916,0.0351753
10.74,0.3,0.290767,0.500281,-1.39752e-08,-0.62084,0.0376732
10.741,0.3,0.290146,0.50032,-1.40498e-08,-0.620758,0.0401658
10.742,0.3,0.289526,0.500362,-1.41236e-08,-0.62067,0.042653
10.743,0.3,0.288905,0.500406,-1.41965e-08,-0.620578,0.0451349
10.744,0.3,0.288285,0.500452,-1.42686e-08,-0.62048,0.0476115
10.745,0.3,0.287664,0.500501,-1.43397e-08,-0.620377,0.0500827
10.746,0.3,0.287044,0.500552,-1.441e-08,-0.620268,0.0525486
10.747,0.3,0.286424,0.500606,-1.44794e-08,-0.620154,0.0550092
10.748,0.3,0.285803,0.500662,-1.45479e-08,-0.620035,0.0574645
10.749,0.3,0.285184,0.500721,-1.46156e-08,-0.61991,0.0599144
10.75,0.3,0.284564,0.500782,-1.46823e-08,-0.61978,0.0623589
10.751,0.3,0.283944,0.500846,-1.47482e-08,-0.619645,0.0647982
10.752,0.3,0.283324,0.500912,-1.48133e-08,-0.619505,0.0672321
10.753,0.3,0.282705,0.50098,-1.48774e-08,-0.619359,0.0696606
10.754,0.3,0.282086,0.501051,-1.49407e-08,-0.619207,0.0720839
10.755,0.3,0.281467,0.501124,-1.50031e-08,-0.619051,0.0745018
10.756,0.3,0.280848,0.5012,-1.50646e-08,-0.618889,0.0769144
10.757,0.3,0.280229,0.501278,-1.51252e-08,-0.618722,0.0793216
10.758,0.3,0.27961,0.501359,-1.5185e-08,-0.618549,0.0817235
10.759,0.3,0.278992,0.501441,-1.52439e-08,-0.618371,0.0841201
10.76,0.3,0.278373,0.501527,-1.53019e-08,-0.618188,0.0865113
10.761,0.3,0.277755,0.501615,-1.5359e-08,-0.617999,0.0888972
10.762,0.3,0.277137,0.501705,-1.54153e-08,-0.617805,0.0912778
10.763,0.3,0.27652,0.501797,-1.54707e-08,-0.617606,0.093653
10.764,0.3,0.275902,0.501892,-1.55252e-08,-0.617402,0.096023
10.765,0.3,0.275285,0.501989,-1.55788e-08,-0.617192,0.0983875
10.766,0.3,0.274668,0.502089,-1.56316e-08,-0.616976,0.100747
10.767,0.3,0.274051,0.502191,-1.56835e-08,-0.616756,0.103101
10.768,0.3,0.273434,0.502295,-1.57345e-08,-0.61653,0.105449
10.769,0.3,0.272818,0.502402,-1.57846e-08,-0.616299,0.107793
10.77,0.3,0.272202,0.50251,-1.58339e-08,-0.616062,0.11013
10.771,0.3,0.271586,0.502622,-1.58822e-08,-0.61582,0.112463
10.772,0.3,0.27097,0.502735,-1.59297e-08,-0.615573,0.11479
10.773,0.3,0.270355,0.502851,-1.59764e-08,-0.61532,0.117112
10.774,0.3,0.269739,0.50297,-1.60221e-08,-0.615062,0.119429
10.775,0.3,0.269124,0.50309,-1.6067e-08,-0.614799,0.12174
10.776,0.3,0.26851,0.503213,-1.6111e-08,-0.614531,0.124046
10.777,0.3,0.267895,0.503338,-1.61541e-08,-0.614257,0.126346
10.778,0.3,0.267281,0.503466,-1.61963e-08,-0.613977,0.128642
10.779,0.3,0.266667,0.503596,-1.62377e-08,-0.613693,0.130932
10.78,0.3,0.266054,0.503728,-1.62782e-08,-0.613403,0.133216
10.781,0.3,0.265441,0.503862,-1.63178e-08,-0.613108,0.135495
10.782,0.3,0.264828,0.503999,-1.63565e-08,-0.612807,0.137769
10.783,0.3,0.264215,0.504138,-1.63944e-08,-0.612501,0.140038
10.784,0.3,0.263603,0.504279,-1.64314e-08,-0.61219,0.142301
10.785,0.3,0.262991,0.504422,-1.64675e-08,-0.611873,0.144559
10.786,0.3,0.262379,0.504568,-1.65027e-08,-0.611552,0.146812
10.787,0.3,0.261768,0.504716,-1.65371e-08,-0.611224,0.149059
10.788,0.3,0.261157,0.504866,-1.65706e-08,-0.610892,0.151301
10.789,0.3,0.260546,0.505018,-1.66032e-08,-0.610554,0.153538
10.79,0.3,0.259935,0.505173,-1.66349e-08,-0.610211,0.155769
10.791,0.3,0.259325,0.50533,-1.66657e-08,-0.609862,0.157995
10.792,0.3,0.258716,0.505489,-1.66957e-08,-0.609508,0.160215
10.793,0.3,0.258106,0.50565,-1.67248e-08,-0.609149,0.162431
10.794,0.3,0.257497,0.505814,-1.6753e-08,-0.608784,0.16464
10.795,0.3,0.256889,0.50598,-1.67804e-08,-0.608414,0.166845
10.796,0.3,0.256281,0.506148,-1.68069e-08,-0.608039,0.169044
10.797,0.3,0.255673,0.506318,-1.68325e-08,-0.607659,0.171238
10.798,0.3,0.255065,0.50649,-1.68572e-08,-0.607273,0.173427
10.799,0.3,0.254458,0.506665,-1.6881e-08,-0.606882,0.17561
10.8,0.3,0.253851,0.506841,-1.6904e-08,-0.606485,0.177788
10.801,0.3,0.253245,0.50702,-1.69261e-08,-0.606083,0.179961
10.802,0.3,0.252639,0.507201,-1.69473e-08,-0.605676,0.182128
10.803,0.3,0.252034,0.507384,-1.69676e-08,-0.605263,0.18429
10.804,0.3,0.251429,0.50757,-1.69871e-08,-0.604845,0.186446
10.805,0.3,0.250824,0.507757,-1.70057e-08,-0.604422,0.188598
10.806,0.3,0.25022,0.507947,-1.70234e-08,-0.603994,0.190744
10.807,0.3,0.249616,0.508139,-1.70402e-08,-0.60356,0.192884
10.808,0.3,0.249013,0.508333,-1.70562e-08,-0.60312,0.195019
10.809,0.3,0.24841,0.508529,-1.70713e-08,-0.602676,0.197149
10.81,0.3,0.247807,0.508727,-1.70855e-08,-0.602226,0.199274
10.811,0.3,0.247205,0.508927,-1.70988e-08,-0.601771,0.201393
10.812,0.3,0.246604,0.50913,-1.71112e-08,-0.60131,0.203507
10.813,0.3,0.246003,0.509334,-1.71228e-08,-0.600844,0.205616
10.814,0.3,0.245402,0.509541,-1.71335e-08,-0.600373,0.207719
10.815,0.3,0.244802,0.50975,-1.71434e-08,-0.599897,0.209817
10.816,0.3,0.244202,0.509961,-1.71523e-08,-0.599415,0.21191
10.817,0.3,0.243603,0.510174,-1.71604e-08,-0.598927,0.213997
10.818,0.3,0.243005,0.510389,-1.71676e-08,-0.598435,0.216079
10.819,0.3,0.242406,0.510606,-1.71739e-08,-0.597937,0.218155
10.82,0.3,0.241809,0.510825,-1.71793e-08,-0.597434,0.220227
10.821,0.3,0.241212,0.511046,-1.71839e-08,-0.596925,0.222293
10.822,0.3,0.240615,0.51127,-1.71876e-08,-0.596411,0.224353
10.823,0.3,0.240019,0.511495,-1.71904e-08,-0.595892,0.226408
10.824,0.3,0.239423,0.511722,-1.71923e-08,-0.595368,0.228458
10.825,0.3,0.238828,0.511952,-1.71934e-08,-0.594838,0.230503
10.826,0.3,0.238233,0.512183,-1.71936e-08,-0.594302,0.232542
10.827,0.3,0.237639,0.512417,-1.71929e-08,-0.593762,0.234576
10.828,0.3,0.237046,0.512652,-1.71913e-08,-0.593216,0.236605
10.829,0.3,0.236453,0.51289,-1.71889e-08,-0.592665,0.238628
10.83,0.3,0.235861,0.51313,-1.71856e-08,-0.592108,0.240646
10.831,0.3,0.235269,0.513371,-1.71814e-08,-0.591546,0.242659
10.832,0.3,0.234677,0.513615,-1.71763e-08,-0.590979,0.244666
10.833,0.3,0.234087,0.513861,-1.71704e-08,-0.590407,0.246668
10.834,0.3,0.233497,0.514108,-1.71635e-08,-0.589829,0.248664
10.835,0.3,0.232907,0.514358,-1.71558e-08,-0.589246,0.250656
10.836,0.3,0.232318,0.51461,-1.71473e-08,-0.588657,0.252642
10.837,0.3,0.23173,0.514863,-1.71378e-08,-0.588063,0.254622
10.838,0.3,0.231142,0.515119,-1.71275e-08,-0.587464,0.256598
10.839,0.3,0.230555,0.515377,-1.71163e-08,-0.586859,0.258567
10.84,0.3,0.229968,0.515636,-1.71042e-08,-0.586249,0.260532
10.841,0.3,0.229382,0.515898,-1.70912e-08,-0.585634,0.262491
10.842,0.3,0.228797,0.516161,-1.70774e-08,-0.585014,0.264445
10.843,0.3,0.228212,0.516426,-1.70627e-08,-0.584388,0.266394
10.844,0.3,0.227628,0.516694,-1.70471e-08,-0.583757,0.268337
10.845,0.3,0.227045,0.516963,-1.70307e-08,-0.58312,0.270275
10.846,0.3,0.226462,0.517234,-1.70133e-08,-0.582478,0.272208
10.847,0.3,0.22588,0.517508,-1.69951e-08,-0.581831,0.274135
10.848,0.3,0.225298,0.517783,-1.6976e-08,-0.581178,0.276057
10.849,0.3,0.224718,0.51806,-1.69561e-08,-0.580521,0.277974
10.85,0.3,0.224137,0.518339,-1.69352e-08,-0.579857,0.279885
10.851,0.3,0.223558,0.518619,-1.69135e-08,-0.579189,0.281791
10.852,0.3,0.222979,0.518902,-1.68909e-08,-0.578515,0.283691
10.853,0.3,0.222401,0.519187,-1.68674e-08,-0.577836,0.285587
10.854,0.3,0.221823,0.519473,-1.68431e-08,-0.577151,0.287477
10.855,0.3,0.221247,0.519762,-1.68179e-08,-0.576461,0.289361
10.856,0.3,0.22067,0.520052,-1.67918e-08,-0.575766,0.291241
10.857,0.3,0.220095,0.520344,-1.67648e-08,-0.575066,0.293115
10.858,0.3,0.21952,0.520638,-1.67369e-08,-0.57436,0.294983
10.859,0.3,0.218946,0.520934,-1.67082e-08,-0.573649,0.296846
10.86,0.3,0.218373,0.521232,-1.66786e-08,-0.572932,0.298704
10.861,0.3,0.2178,0.521532,-1.66481e-08,-0.57221,0.300557
10.862,0.3,0.217229,0.521833,-1.66168e-08,-0.571483,0.302404
10.863,0.3,0.216657,0.522136,-1.65845e-08,-0.57075,0.304246
10.864,0.3,0.216087,0.522442,-1.65514e-08,-0.570013,0.306083
10.865,0.3,0.215517,0.522749,-1.65174e-08,-0.569269,0.307914
10.866,0.3,0.214949,0.523057,-1.64826e-08,-0.568521,0.30974
10.867,0.3,0.21438,0.523368,-1.64468e-08,-0.567767,0.311561
10.868,0.3,0.213813,0.523681,-1.64102e-08,-0.567008,0.313376
10.869,0.3,0.213246,0.523995,-1.63727e-08,-0.566243,0.315186
10.87,0.3,0.212681,0.524311,-1.63344e-08,-0.565473,0.316991
10.871,0.3,0.212115,0.524629,-1.62951e-08,-0.564698,0.31879
10.872,0.3,0.211551,0.524949,-1.6255e-08,-0.563918,0.320584
10.873,0.3,0.210988,0.52527,-1.6214e-08,-0.563132,0.322373
10.874,0.3,0.210425,0.525593,-1.61722e-08,-0.562341,0.324156
10.875,0.3,0.209863,0.525918,-1.61294e-08,-0.561544,0.325934
10.876,0.3,0.209302,0.526245,-1.60858e-08,-0.560742,0.327706
10.877,0.3,0.208741,0.526574,-1.60413e-08,-0.559935,0.329474
10.878,0.3,0.208182,0.526904,-1.59959e-08,-0.559122,0.331236
10.879,0.3,0.207623,0.527236,-1.59497e-08,-0.558305,0.332992
10.88,0.3,0.207065,0.52757,-1.59025e-08,-0.557481,0.334744
10.881,0.3,0.206508,0.527906,-1.58545e-08,-0.556653,0.33649
10.882,0.3,0.205952,0.528243,-1.58057e-08,-0.555819,0.33823
10.883,0.3,0.205397,0.528582,-1.57559e-08,-0.55498,0.339966
10.884,0.3,0.204842,0.528923,-1.57053e-08,-0.554135,0.341695
10.885,0.3,0.204288,0.529266,-1.56538e-08,-0.553285,0.34342
10.886,0.3,0.203735,0.52961,-1.56014e-08,-0.55243,0.345139
10.887,0.3,0.203183,0.529956,-1.55481e-08,-0.55157,0.346853
10.888,0.3,0.202632,0.530303,-1.5494e-08,-0.550704,0.348562
10.889,0.3,0.202082,0.530653,-1.5439e-08,-0.549833,0.350265
10.89,0.3,0.201533,0.531004,-1.53831e-08,-0.548956,0.351963
10.891,0.3,0.200984,0.531357,-1.53263e-08,-0.548074,0.353656
10.892,0.3,0.200437,0.531711,-1.52687e-08,-0.547187,0.355343
10.893,0.3,0.19989,0.532068,-1.52102e-08,-0.546295,0.357025
10.894,0.3,0.199344,0.532425,-1.51508e-08,-0.545397,0.358702
10.895,0.3,0.198799,0.532785,-1.50905e-08,-0.544494,0.360373
10.896,0.3,0.198255,0.533146,-1.50293e-08,-0.543585,0.362039
10.897,0.3,0.197712,0.533509,-1.49673e-08,-0.542671,0.3637
10.898,0.3,0.19717,0.533874,-1.49044e-08,-0.541752,0.365355
10.899,0.3,0.196628,0.53424,-1.48407e-08,-0.540827,0.367005
10.9,0.3,0.196088,0.534608,-1.4776e-08,-0.539898,0.36865
10.901,0.3,0.195549,0.534977,-1.47105e-08,-0.538962,0.370289
10.902,0.3,0.19501,0.535348,-1.46441e-08,-0.538022,0.371923
10.903,0.3,0.194472,0.535721,-1.45768e-08,-0.537076,0.373552
10.904,0.3,0.193936,0.536095,-1.45086e-08,-0.536125,0.375175
10.905,0.3,0.1934,0.536471,-1.44396e-08,-0.535168,0.376793
10.906,0.3,0.192866,0.536849,-1.43697e-08,-0.534207,0.378405
10.907,0.3,0.192332,0.537228,-1.42989e-08,-0.533239,0.380013
10.908,0.3,0.191799,0.537609,-1.42273e-08,-0.532267,0.381615
10.909,0.3,0.191267,0.537991,-1.41547e-08,-0.531289,0.383211
10.91,0.3,0.190736,0.538375,-1.40813e-08,-0.530306,0.384803
10.911,0.3,0.190207,0.538761,-1.4007e-08,-0.529317,0.386389
10.912,0.3,0.189678,0.539148,-1.39319e-08,-0.528323,0.387969
10.913,0.3,0.18915,0.539537,-1.38558e-08,-0.527324,0.389545
10.914,0.3,0.188623,0.539927,-1.37789e-08,-0.52632,0.391115
10.915,0.3,0.188097,0.540319,-1.37011e-08,-0.52531,0.392679
10.916,0.3,0.187573,0.540712,-1.36224e-08,-0.524295,0.394239
10.917,0.3,0.187049,0.541107,-1.35429e-08,-0.523274,0.395793
10.918,0.3,0.186526,0.541504,-1.34625e-08,-0.522248,0.397341
10.919,0.3,0.186004,0.541902,-1.33812e-08,-0.521217,0.398885
10.92,0.3,0.185484,0.542302,-1.3299e-08,-0.520181,0.400423
10.921,0.3,0.184964,0.542703,-1.3216e-08,-0.519139,0.401955
10.922,0.3,0.184445,0.543106,-1.3132e-08,-0.518092,0.403483
10.923,0.3,0.183928,0.54351,-1.30472e-08,-0.517039,0.405004
10.924,0.3,0.183411,0.543916,-1.29615e-08,-0.515981,0.406521
10.925,0.3,0.182896,0.544323,-1.2875e-08,-0.514918,0.408032
10.926,0.3,0.182381,0.544732,-1.27876e-08,-0.51385,0.409538
10.927,0.3,0.181868,0.545142,-1.26993e-08,-0.512776,0.411039
10.928,0.3,0.181356,0.545554,-1.26101e-08,-0.511697,0.412534
10.929,0.3,0.180845,0.545967,-1.252e-08,-0.510612,0.414024
10.93,0.3,0.180335,0.546382,-1.24291e-08,-0.509522,0.415509
10.931,0.3,0.179826,0.546798,-1.23373e-08,-0.508427,0.416988
10.932,0.3,0.179318,0.547216,-1.22446e-08,-0.507327,0.418462
10.933,0.3,0.178811,0.547635,-1.2151e-08,-0.506221,0.419931
10.934,0.3,0.178305,0.548056,-1.20566e-08,-0.50511,0.421394
10.935,0.3,0.177801,0.548478,-1.19613e-08,-0.503993,0.422852
10.936,0.3,0.177297,0.548901,-1.18651e-08,-0.502871,0.424305
10.937,0.3,0.176795,0.549326,-1.1768e-08,-0.501744,0.425752
10.938,0.3,0.176294,0.549753,-1.16701e-08,-0.500612,0.427194
10.939,0.3,0.175794,0.550181,-1.15712e-08,-0.499474,0.428631
10.94,0.3,0.175295,0.55061,-1.14715e-08,-0.498331,0.430062
10.941,0.3,0.174797,0.551041,-1.1371e-08,-0.497182,0.431488
10.942,0.3,0.174301,0.551473,-1.12695e-08,-0.496028,0.432909
10.943,0.3,0.173805,0.551907,-1.11672e-08,-0.494869,0.434324
10.944,0.3,0.173311,0.552342,-1.1064e-08,-0.493705,0.435734
10.945,0.3,0.172818,0.552778,-1.09599e-08,-0.492535,0.437139
10.946,0.3,0.172326,0.553216,-1.0855e-08,-0.49136,0.438538
10.947,0.3,0.171835,0.553655,-1.07491e-08,-0.490179,0.439932
10.948,0.3,0.171345,0.554096,-1.06424e-08,-0.488993,0.441321
10.949,0.3,0.170857,0.554538,-1.05348e-08,-0.487802,0.442704
10.95,0.3,0.17037,0.554981,-1.04264e-08,-0.486606,0.444082
10.951,0.3,0.169884,0.555426,-1.0317e-08,-0.485404,0.445455
10.952,0.3,0.169399,0.555872,-1.02068e-08,-0.484197,0.446822
10.953,0.3,0.168915,0.55632,-1.00957e-08,-0.482984,0.448184
10.954,0.3,0.168433,0.556769,-9.98378e-09,-0.481766,0.449541
10.955,0.3,0.167952,0.557219,-9.87094e-09,-0.480543,0.450892
10.956,0.3,0.167472,0.55767,-9.75723e-09,-0.479315,0.452238
10.957,0.3,0.166993,0.558123,-9.64263e-09,-0.478081,0.453579
10.958,0.3,0.166516,0.558578,-9.52717e-09,-0.476842,0.454914
10.959,0.3,0.16604,0.559033,-9.41082e-09,-0.475597,0.456244
10.96,0.3,0.165565,0.55949,-9.2936e-09,-0.474347,0.457569
10.961,0.3,0.165091,0.559948,-9.17551e-09,-0.473092,0.458888
10.962,0.3,0.164618,0.560408,-9.05653e-09,-0.471832,0.460202
10.963,0.3,0.164147,0.560869,-8.93668e-09,-0.470566,0.461511
10.964,0.3,0.163677,0.561331,-8.81596e-09,-0.469295,0.462814
10.965,0.3,0.163209,0.561794,-8.69436e-09,-0.468018,0.464112
10.966,0.3,0.162741,0.562259,-8.57188e-09,-0.466737,0.465405
10.967,0.3,0.162275,0.562725,-8.44853e-09,-0.465449,0.466692
10.968,0.3,0.16181,0.563192,-8.3243e-09,-0.464157,0.467974
10.969,0.3,0.161347,0.563661,-8.19919e-09,-0.462859,0.469251
10.97,0.3,0.160885,0.564131,-8.07321e-09,-0.461556,0.470522
10.971,0.3,0.160424,0.564602,-7.94635e-09,-0.460247,0.471788
10.972,0.3,0.159964,0.565075,-7.81862e-09,-0.458934,0.473049
10.973,0.3,0.159506,0.565548,-7.69001e-09,-0.457614,0.474304
10.974,0.3,0.159049,0.566023,-7.56052e-09,-0.45629,0.475554
10.975,0.3,0.158593,0.566499,-7.43016e-09,-0.45496,0.476799
10.976,0.3,0.158139,0.566977,-7.29892e-09,-0.453625,0.478038
10.977,0.3,0.157686,0.567455,-7.1668e-09,-0.452285,0.479272
10.978,0.3,0.157234,0.567935,-7.03381e-09,-0.450939,0.480501
10.979,0.3,0.156784,0.568416,-6.89994e-09,-0.449588,0.481724
10.98,0.3,0.156335,0.568899,-6.7652e-09,-0.448231,0.482942
10.981,0.3,0.155888,0.569382,-6.62958e-09,-0.446869,0.484155
10.982,0.3,0.155442,0.569867,-6.49308e-09,-0.445502,0.485362
10.983,0.3,0.154997,0.570353,-6.35571e-09,-0.44413,0.486564
10.984,0.3,0.154553,0.57084,-6.21746e-09,-0.442752,0.487761
10.985,0.3,0.154111,0.571329,-6.07834e-09,-0.441369,0.488952
10.986,0.3,0.153671,0.571818,-5.93834e-09,-0.43998,0.490138
10.987,0.3,0.153231,0.572309,-5.79746e-09,-0.438586,0.491319
10.988,0.3,0.152793,0.572801,-5.65571e-09,-0.437187,0.492494
10.989,0.3,0.152357,0.573294,-5.51308e-09,-0.435783,0.493664
10.99,0.3,0.151922,0.573788,-5.36957e-09,-0.434373,0.494829
10.991,0.3,0.151488,0.574283,-5.22519e-09,-0.432958,0.495988
10.992,0.3,0.151056,0.57478,-5.07993e-09,-0.431537,0.497142
10.993,0.3,0.150625,0.575278,-4.9338e-09,-0.430112,0.498291
10.994,0.3,0.150196,0.575777,-4.78679e-09,-0.42868,0.499434
10.995,0.3,0.149768,0.576277,-4.6389e-09,-0.427244,0.500573
10.996,0.3,0.149341,0.576778,-4.49014e-09,-0.425802,0.501705
10.997,0.3,0.148916,0.57728,-4.3405e-09,-0.424355,0.502833
10.998,0.3,0.148492,0.577783,-4.18999e-09,-0.422903,0.503955
10.999,0.3,0.14807,0.578288,-4.03859e-09,-0.421445,0.505071
11,0.3,0.14765,0.578794,-3.88633e-09,-0.419982,0.506183
11.001,0.3,0.14723,0.5793,-3.73318e-09,-0.418513,0.507289
11.002,0.3,0.146813,0.579808,-3.57916e-09,-0.417039,0.508389
11.003,0.3,0.146396,0.580317,-3.42427e-09,-0.41556,0.509485
11.004,0.3,0.145981,0.580827,-3.2685e-09,-0.414076,0.510575
11.005,0.3,0.145568,0.581338,-3.11185e-09,-0.412586,0.511659
11.006,0.3,0.145156,0.58185,-2.95432e-09,-0.411091,0.512739
11.007,0.3,0.144746,0.582364,-2.79592e-09,-0.40959,0.513813
11.008,0.3,0.144337,0.582878,-2.63665e-09,-0.408085,0.514881
11.009,0.3,0.14393,0.583393,-2.47649e-09,-0.406573,0.515945
11.01,0.3,0.143524,0.58391,-2.31547e-09,-0.405057,0.517003
11.011,0.3,0.14312,0.584427,-2.15356e-09,-0.403535,0.518056
11.012,0.3,0.142717,0.584946,-1.99078e-09,-0.402008,0.519103
11.013,0.3,0.142316,0.585466,-1.82712e-09,-0.400476,0.520145
11.014,0.3,0.141916,0.585986,-1.66259e-09,-0.398938,0.521182
11.015,0.3,0.141518,0.586508,-1.49718e-09,-0.397395,0.522213
11.016,0.3,0.141121,0.587031,-1.33089e-09,-0.395846,0.523239
11.017,0.3,0.140726,0.587554,-1.16373e-09,-0.394292,0.52426
11.018,0.3,0.140333,0.588079,-9.95693e-10,-0.392733,0.525275
11.019,0.3,0.139941,0.588605,-8.26778e-10,-0.391169,0.526285
11.02,0.3,0.13955,0.589132,-6.56988e-10,-0.389599,0.52729
11.021,0.3,0.139161,0.58966,-4.86321e-10,-0.388024,0.528289
11.022,0.3,0.138774,0.590188,-3.14778e-10,-0.386443,0.529283
11.023,0.3,0.138389,0.590718,-1.42359e-10,-0.384858,0.530272
11.024,0.3,0.138004,0.591249,3.09363e-11,-0.383266,0.531255
11.025,0.3,0.137622,0.591781,2.05108e-10,-0.38167,0.532233
11.026,0.3,0.137241,0.592313,3.80155e-10,-0.380068,0.533206
11.027,0.3,0.136862,0.592847,5.56079e-10,-0.378461,0.534173
11.028,0.3,0.136484,0.593382,7.32879e-10,-0.376849,0.535135
11.029,0.3,0.136108,0.593917,9.10555e-10,-0.375231,0.536092
11.03,0.3,0.135734,0.594454,1.08911e-09,-0.373608,0.537043
11.031,0.3,0.135361,0.594991,1.26854e-09,-0.371979,0.537989
11.032,0.3,0.13499,0.59553,1.44884e-09,-0.370345,0.53893
11.033,0.3,0.13462,0.596069,1.63002e-09,-0.368706,0.539865
11.034,0.3,0.134252,0.59661,1.81208e-09,-0.367062,0.540796
11.035,0.3,0.133886,0.597151,1.99501e-09,-0.365412,0.54172
